Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Crispy Culrs (Medium) EGY TO,Delivery Charges,,,,,,,,,,,,
Chicken Bites EGY TO,Chicken Spicy Meal HD EGY QC,Delivery Charges,Large Skin Fries  EGY TO,Ranch Dressing Cup HRD EGY TO,Santafee  Sauce  Cup EGY TO,Super Star Meal HD EGY QC,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Famous Cheese Star EGY QC,Medical Mask  EGY TO,,,,,,,,,,,,
Al Ostora Meal EGY QC,Chicken Bites EGY,,,,,,,,,,,,,
Loaded Fries EGY,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Kids Burger WToy EGY QC,Mushroom Angus Meal EGY QC,,,,,,,,,,,,
Chicken Wrap Spicy Meal EGY QC,Chicken Wrap Spicy sand EGY TO,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Al Ostora Meal EGY QC,,,,,,,,,,,,,
Cordon Blue Sandwich  EGY TO,Crispy Culrs (Large) EGY TO,Jalapeno Chicken Sandwich EGY TO,,,,,,,,,,,,
Loaded Fries EGY TO,,,,,,,,,,,,,,
Choc ChipCookie  EGY,,,,,,,,,,,,,,
5Pc Tender WDrink HD EGY QC,Choc ChipCookie  EGY TO,Delivery Charges,,,,,,,,,,,,
Angus Thick Burger Sand  EGY TO,Big Delux EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Lettuce HRD EGY TO,Mush&Swiss Sand  EGY TO,Onion HRD EGY TO,Tomato HRD EGY TO,,,,,,,
Delivery Charges,Mushroom Super Star Meal HD EGY QC,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Delivery Charges,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Curly Fries Loaded with Mushroom EGY TO,Delivery Charges,Mush Super Star Sandwich  EGY TO,Super Star Meal HD EGY QC,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Monster Mushroomm Angus  EGY TO,,,,,,,,,,
Delivery Charges,Mushroom Angus Meal HD EGY QC,Super Star WFree Fillet HD EGY QC,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Cheddar Cheese 4 OZ EGY,Super Star Chicken(N) EGY QC,,,,,,,,,,,,
Kids Cheeseburger EGY QC,Mushroom Double Treat QC,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
American Cheese HRD EGY TO,Delivery Charges,Family Crispy Curls EGY TO,Lettuce HRD EGY TO,Loaded Fries EGY TO,Mush&Swiss Sand  EGY TO,Onion HRD EGY TO,Ranch Dressing Cup HRD EGY TO,Santafee  Sauce  Cup EGY TO,Super Star Sandwich EGY TO,,,,,
Cordon Blue Meal HD EGY QC,Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Mushrom Angus Sandwich  EGY TO,,,,,,,,,,,,,,
Super Star Sandwich EGY TO,,,,,,,,,,,,,,
Grilled Chicken Fillet EGY TO,,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,,,,,,,,,,,,,,
Pepsi Regular EGY TO,,,,,,,,,,,,,,
Mushroom Double Treat QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Chicken Fillet Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,
Delivery Charges,Mushroom Super Star Meal HD EGY QC,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Cordon Blue Meal HD EGY QC,Delivery Charges,Loaded Fries EGY TO,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Delivery Charges,Loaded Fries EGY TO,Ranch Dressing Cup HRD EGY TO,,,,,,,,,,,
Angus Stars Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Delivery Charges,Mush&Swiss Sand  EGY TO,,,,,,,,,,,,,
Delivery Charges,Mushrom Angus Sandwich  EGY TO,,,,,,,,,,,,,
Delivery Charges,Mush Super Star Sandwich  EGY TO,Super Star Meal HD EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,
Chicken Salad  EGY TO,Delivery Charges,,,,,,,,,,,,,
Angus Orginal Sandwich EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Fillet Meal HD EGY QC,Chicken Spicy Meal HD EGY QC,Delivery Charges,Famous Cheese Star HD EGY QC,Mushroom&Swiss Meal HD EGY QC,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Star 6Pc Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,
Delivery Charges,Kids Cheese Burger HD EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,Mush Super Star Sandwich  EGY TO,,,,,,,,,,,,
Delivery Charges,Vodafone Famous Cheese HD EGY QC,Vodafone Mushroom&Cookie HD EGY QC,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushrom Angus Sandwich  EGY TO,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,
Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,Grilled Chicken Fillet EGY TO,,,,,,,,,,,,
Chicken Wrap Spicy Meal HD EGY QC,Chicken Wrap Spicy sand EGY TO,Delivery Charges,,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Chicken Salad  EGY TO,Chicken Santfee Sandwich EGY TO,Cordon Blue Sandwich  EGY TO,Delivery Charges,Family Skin Fries EGY TO,Mushrom Angus Sandwich  EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,
Angus Stars Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,Mushroom&Swiss Meal EGY QC,,,,,,,,,,,,,
Super Star Chicken(S) EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Crispy Culrs (Medium) EGY,Mushroom Double Treat QC,,,,,,,,,,,,
5 Pc Chicken Tender EGY,Cheddar Cheese 4 OZ EGY,Honey Mustard Cup HRD EGY,Mushroom Angus Meal EGY QC,Ranch Dressing Cup HRD EGY,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,
Family Crispy Curls EGY,,,,,,,,,,,,,,
Big Delux EGY TO,Delivery Charges,Medium Skin Fries  EGY TO,,,,,,,,,,,,
5Pc Tender Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Mushroom Super Star Meal HD EGY QC,,,,,,,,,,,,,
Angus Clasic Meal HD EGY QC,Angus Thick Burger Sand  EGY TO,Choc ChipCookie  EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Mush Super Star Sandwich  EGY TO,Super Star Meal HD EGY QC,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Bites EGY TO,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,O/Super Star Chicken Sandwich KSA EGY TO,,,,,,,,,
Big Solo Meal EGY QC,Chicken Star 6 Pcs EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,
Al Ostora Meal EGY QC,Angus Stars Meal EGY QC,Crispy Culrs (Medium) EGY TO,Delivery Charges,Kids Star 4Pc WToy HD EGY QC,Medium Skin Fries  EGY TO,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,Roastbeef Cheddar HD EGY QC,,,,,,,,,,,,
Delivery Charges,El Saytara Meal EGY QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Champs Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
American Cheese HRD EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Santfee Sandwich EGY TO,Delivery Charges,Grilled Chicken Meal HD EGY QC,Mushroom&Swiss Meal HD EGY QC,Small Aquafina EGY TO,,,,,,,,
American Cheese HRD EGY TO,Big Delux EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Extra Ketchup EGY TO,Extra Mayonnaise EGY TO,Onion HRD EGY TO,Pickles HRD EGY TO,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Chicken Santfee Sandwich EGY TO,Roast Beef & Cheeder  EGY TO,Vodafone RED 20%,,,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Jalapeno Chicken Sandwich EGY TO,Mushroom Double Treat QC,Super Star Sandwich EGY TO,,,,,,,,,,
Large Skin Fries  EGY TO,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Double Burger Meal EGY QC,,,,,,,,,,,,,,
Angus Stars Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
5Pc Tender WDrink HD EGY QC,Angus Clasic Meal HD EGY QC,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Chicken Wrap Org Meal HD EGY QC,Delivery Charges,,,,,,,,,,
Al Ostora Meal EGY QC,Angus Stars Meal EGY QC,Crispy Culrs (Medium) EGY TO,Delivery Charges,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Star Meal EGY QC,,,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Grilled Chicken Meal EGY QC,,,,,,,,,,,,,,
5 Pc Chicken Tender EGY TO,Barbeque Cupp EGY TO,Kids Chicken Star EGY QC,Loaded Fries EGY TO,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,,,,,,,,,,,,,,
Large Skin Fries  EGY TO,,,,,,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Chicken Wrap Org Meal HD EGY QC,Choc ChipCookie  EGY TO,Delivery Charges,,,,,,,,,,,,
Delivery Charges,Loaded Fries EGY TO,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,,
Chicken Spicy Meal HD EGY QC,Choc ChipCookie  EGY TO,Delivery Charges,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Wrap Spicy sand EGY TO,Delivery Charges,Roastbeef Cheddar HD EGY QC,,,,,,,,,,,
Delivery Charges,Mushroom Super Star Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Chicken Mushroom & Swiss Sandwich - Meal HD QC,Delivery Charges,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Big Delux EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Star 6 Pcs EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,Super Star Meal HD EGY QC,,,,,,,,
Crispy Culrs (Large) EGY TO,Delivery Charges,Large Skin Fries  EGY TO,Super Star Meal HD EGY QC,,,,,,,,,,,
Large Pepsi  EGY TO,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Super Star Meal EGY QC,,,,,,,,,,,,,
Angus Original Meal HD EGY QC,Delivery Charges,Tiger Chili Cup EGY TO,,,,,,,,,,,,
Delivery Charges,Vodafone Double Cheesebits HD EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Chicken Spicy Meal HD EGY QC,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Chicken Wrap Spicy sand EGY TO,Delivery Charges,Kids Star 4Pc WToy HD EGY QC,Loaded Fries EGY TO,Mushroom&Swiss Meal HD EGY QC,,,,,,,,
Chicken Wrap Spicy Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Vodafone Famous Cheese HD EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Angus Thick Burger Sand  EGY TO,Delivery Charges,Pepper Cheese  EGY TO,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,Mush&Swiss Sand  EGY TO,Mushroom Super Star Meal HD EGY QC,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Large) EGY TO,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,,,,,,,,,,,,,,
Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Crispy Culrs (Medium) EGY TO,Large Pepsi  EGY TO,,,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
3PC Tender (S) EGY TO,Barbeque Cupp EGY TO,Chicken Santfee Sandwich EGY TO,Crispy Culrs (Large) EGY TO,Extra Mayonnaise EGY TO,Honey Mustard Cup HRD EGY TO,Super Star Sandwich EGY TO,,,,,,,,
4oz Jalapeno Cup  EGY,Cheddar Cheese 4 OZ EGY,Cordon Blue Meal EGY QC,Mushroom Angus Meal EGY QC,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Cordon Blue Meal EGY QC,Super Star Meal EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Cordon Blue Meal EGY QC,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
15pc Tender Meal W/Drink EGY QC,4 Inch Bread EGY TO,,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Loaded Fries EGY TO,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Large) EGY TO,Mushroom Double Treat QC,,,,,,,,,,,,
Crispy Culrs (Large) EGY TO,Delivery Charges,,,,,,,,,,,,,
American Cheese HRD EGY TO,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Chicken Wrap Org Meal HD EGY QC,Chicken Wrap Spicy Meal HD EGY QC,Chicken Wrap Spicy sand EGY TO,Delivery Charges,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,Tiger Chili Cup EGY TO,,,,,,,,,,,,
Angus Orginal Meal EGY QC,,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
5 Pc Chicken Tender EGY,Angus Classic Meal EGY QC,Barbeque Cupp EGY,Honey Mustard Cup HRD EGY,Mushroom Angus Meal EGY QC,Ranch Dressing Cup HRD EGY,Tiger Chili Cup EGY,,,,,,,,
Choc ChipCookie  EGY TO,Crispy Culrs (Large) EGY TO,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Angus Stars Meal EGY QC,Mushroom Supper Star Chicken Sandwich EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,,,,,,
Monster Angus Meal EGY QC,Super Star Meal EGY QC,,,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Bites EGY TO,Super Star Meal EGY QC,,,,,,,,,,,,
Mushroom&Swiss Meal EGY QC,,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Small Aquafina EGY TO,,,,,,,,,,,,,,
5Pc Tender Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Lettuce HRD EGY TO,Santa Fe Sauce EGY TO,,,,,,,,,,,
Angus Clasic Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Wrap Spicy sand EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,Mustard Cup EGY TO,Ranch Dressing Cup HRD EGY TO,,,,,,,
Crispy Culrs (Medium) EGY TO,Delivery Charges,Loaded Fries EGY TO,,,,,,,,,,,,
Chicken Bites EGY TO,Chicken Fillet Meal HD EGY QC,Chicken Spicy Meal HD EGY QC,Delivery Charges,Mush&Swiss Sand  EGY TO,Super Star Meal HD EGY QC,,,,,,,,,
Ceasar Salad EGY TO,Delivery Charges,Vodafone Famous Cheese HD EGY QC,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Family Crispy Curls EGY TO,Jalpeno Chicken Meal HD EGY QC,,,,,,,,,,,
4oz Mushroom Sauce Cup  EGY TO,Delivery Charges,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,,
5Pc Tender & Bun EGY QC,Cheddar Cheese 4 OZ EGY TO,Chicken Fillet Meal HD EGY QC,Cordon Blue Sandwich  EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Famous Cheese Star EGY QC,Super Star Meal EGY QC,,,,,,,,,,,,,
Cordon Blue Sandwich  EGY TO,Delivery Charges,Monster Mushroomm Angus  EGY TO,,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Chicken Fillet Meal HD EGY QC,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,
Angus Stars Meal EGY QC,,,,,,,,,,,,,,
Chicken Bites EGY,Loaded Fries EGY,Medium Pepsi  EGY,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Fillet Meal EGY QC,Large Skin Fries  EGY TO,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Chicken Spicy Meal HD EGY QC,Delivery Charges,Extra Mayonnaise EGY TO,Lettuce HRD EGY TO,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,
Delivery Charges,Vodafone Double Cheesebits HD EGY QC,Vodafone Mushroom&Cookie HD EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushroom Super Star Meal HD EGY QC,O/Super Star Chicken Sandwich KSA EGY TO,,,,,,,,,,,
Delivery Charges,Vodafone Double Cheesebits HD EGY QC,Vodafone Famous Cheese HD EGY QC,,,,,,,,,,,,
Roastbeef Cheddar EGY QC,,,,,,,,,,,,,,
Large Pepsi  EGY TO,Loaded Fries EGY TO,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Famous Cheese Star EGY QC,Mushroom Angus Meal EGY QC,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Cordon Blue Sandwich  EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Jalapeno Grilled Chicken Sandwich EGY TO,,,,,,,,,,,
Choc ChipCookie  EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Mush Super Star Sandwich  EGY TO,Mushroom EGY TO,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Super Star Meal HD EGY QC,Super Star Sandwich EGY TO,,,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Grilled Chicken Meal EGY QC,Roastbeef Cheddar EGY QC,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,Super Star Sandwich EGY TO,,,,,,,,,,,,
Delivery Charges,Vodafone Double Cheesebits HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,,
Big Solo Meal EGY QC,,,,,,,,,,,,,,
Small Aquafina EGY,,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
Angus Classic Meal EGY QC,,,,,,,,,,,,,,
Loaded Fries EGY TO,,,,,,,,,,,,,,
7Up  Can HRD EGY,Mirinda Orange Can EGY,,,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Big Solo Meal EGY QC,Medium Pepsi  EGY TO,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Medium) EGY TO,,,,,,,,,,,,,
Delivery Charges,Jalapeno Angus HD EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,,
American Cheese HRD EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Wrap Spicy Meal HD EGY QC,Delivery Charges,Famous Star Sandwich  EGY TO,Grilled Chicken Meal HD EGY QC,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY,,,,,,,,,,,,,,
5 Pc Chicken Tender EGY,Barbeque Cupp EGY,Champs Meal EGY QC,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Chicken Bites EGY,Crispy Culrs (Medium) EGY,,,,,,,,,,,,
Al Ostora Meal EGY QC,Chicken Fillet HRD EGY TO,Delivery Charges,,,,,,,,,,,,
5Pc Tender WDrink HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Chicken Santfee Sandwich EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Tomato HRD EGY TO,,,,,,,,,,,
Chicken Mushroom & Swiss Sandwich EGY TO,Delivery Charges,Super Star Sandwich EGY TO,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Chicken Star 6 Pcs EGY,Super Star Meal EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Chicken Fillet Meal EGY QC,Super Star Meal EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Large Skin Fries  EGY,Mushroom Double Treat QC,,,,,,,,,,,,
Loaded Fries EGY,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Super Star Meal EGY QC,,,,,,,,,,,,,
Crispy Culrs (Large) EGY,,,,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Angus Promo Feast EGY QC,Delivery Charges,El Saytara Meal EGY QC,Mushroom Double Treat QC,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,Ranch Dressing Cup HRD EGY TO,,,,,,,,,,,,
Chicken Spicy Meal HD EGY QC,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,
5 Pc  Spicy Chicken Tender EGY TO,Angus Stars Meal EGY QC,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Honey Mustard Cup HRD EGY TO,Ranch Dressing Cup HRD EGY TO,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Delivery Charges,Jalpeno Chicken Meal HD EGY QC,Kids Chicken Star HD EGY QC,,,,,,,,,,,
Choc ChipCookie  EGY TO,Delivery Charges,FREE DELIVERY,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,
Angus Original Meal HD EGY QC,Delivery Charges,Grilled Chicken Meal HD EGY QC,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Champs Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Grilled Chicken Fillet EGY TO,Mush Super Star Sandwich  EGY TO,,,,,,,,,,
Mushroom Super Star Meal EGY QC,,,,,,,,,,,,,,
Super Star Chicken(N) EGY QC,,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Large Pepsi  EGY,Pepsi 1 Liter HRD EGY,,,,,,,,,,,,,
Super Star Chicken(N) EGY QC,,,,,,,,,,,,,,
Double Chicken Mushroom & Swiss Sandwich - Meal QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Super Star Chicken(N) EGY QC,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Famous Cheese Star EGY QC,,,,,,,,,,,,,
Famous Cheese Star EGY QC,Super Star Meal EGY QC,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Super Star Meal EGY QC,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
