Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
School Famous Cheese EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Cheese Burger EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,
Delivery Charges,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Angus Classic Meal EGY QC,Mush&Swiss Sand  EGY,Mushroom Angus Meal EGY QC,Roastbeef Cheddar EGY QC,,,,,,,,,,,
4oz Jalapeno Cup  EGY,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Roastbeef Cheddar EGY QC,,,,,,,,,,,,,
Mustard Cup EGY,,,,,,,,,,,,,,
Chicken Mushroom & Swiss Sandwich - Meal HD QC,Delivery Charges,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Crispy Culrs (Large) EGY,Mushroom Double Treat QC,,,,,,,,,,,,
Delivery Charges,Jalpeno Chicken Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Mush&Swiss Sand  EGY TO,Mushroom Big Solo QC,,,,,,,,,,,,
Chicken Spicy Meal EGY QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Chicken Fillet HRD EGY,Cordon Blue Sandwich  EGY,Double Burger Sand  EGY,,,,,,,,,,,
Loaded Fries EGY TO,Mush Super Star Sandwich  EGY TO,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Super Star Meal EGY QC,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Super Star Meal EGY QC,,,,,,,,,,,,,
Chicken Wrap Org Meal EGY QC,,,,,,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Monster Angus Meal EGY QC,Super Monday,Value Spicy Chicken Wrap EGY,,,,,,,,,,,,
Add On Loaded Fries EGY TO,Chicken Fillet Meal HD EGY QC,Crispy Culrs (Medium) EGY TO,Delivery Charges,Famous Star Sandwich  EGY TO,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Loaded Fries EGY TO,Mirinda Orange Can EGY TO,Mushrom Angus Sandwich  EGY TO,,,,,,,,,,,
Chicken Fillet HRD EGY,Crispy Culrs (Large) EGY,,,,,,,,,,,,,
Ketchup Packet HRD EGY,,,,,,,,,,,,,,
Chicken Star 6 Pcs EGY,Crispy Culrs (Large) EGY,Mirinda Orange Can EGY,,,,,,,,,,,,
Al Ostora Meal EGY QC,Cheddar Cheese 4 OZ EGY,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,Mush Super Star Sandwich  EGY TO,,,,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Famous Cheese Star EGY QC,Kids Chicken Star EGY QC,Super Monday,Value Spicy Chicken Wrap EGY,,,,,,,,,,,
Mushroom&Swiss Meal EGY QC,Super Monday,Value Spicy Chicken Wrap EGY,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Al Ostora Meal EGY QC,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Santafee  Sauce  Cup EGY TO,,,,,,,,,,
Delivery Charges,Jalapeno Angus HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Jalapeno Chicken Sandwich EGY TO,Loaded Fries EGY TO,,,,,,,,,,,,
Chicken Star 6Pc Meal EGY QC,,,,,,,,,,,,,,
4 Inch Bread EGY TO,Medium Skin Fries  EGY TO,Pepsi Regular EGY TO,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Mayonnaise Pack EGY TO,,,,,,,,,,,,,
Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Chicken Spicy Meal EGY QC,,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Angus Classic Meal EGY QC,,,,,,,,,,,,,,
Kids Cheeseburger&Toy EGY QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Delivery Charges,Loaded Fries EGY TO,Ranch Dressing Cup HRD EGY TO,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Chicken Wrap Spicy sand EGY TO,Crispy Culrs (Large) EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Mirinda Can HRD EGY TO,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Grilled Chicken Meal HD EGY QC,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Star 6 Pcs EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,
Delivery Charges,Monster Mushroomm Angus  EGY TO,,,,,,,,,,,,,
Choc ChipCookie  EGY TO,Delivery Charges,Famous Star Sandwich  EGY TO,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,
Chicken Spicy Meal EGY QC,,,,,,,,,,,,,,
Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,,
Delivery Charges,Vodafone Double Cheesebits HD EGY QC,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Al Ostora Meal EGY QC,Cheddar Cheese 4 OZ EGY TO,Santafee  Sauce  Cup EGY TO,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Crispy Culrs (Large) EGY TO,,,,,,,,,,,,,
Angus Stars Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Angus Stars Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Chicken Bites EGY TO,Chicken Star 6 Pcs EGY TO,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,,,,,,,,,
5Pc Tender WDrink HD EGY QC,Chicken Spicy Meal HD EGY QC,Choc ChipCookie  EGY TO,Cordon Blue Meal HD EGY QC,Delivery Charges,Mush&Swiss Sand  EGY TO,,,,,,,,,
Champs Meal EGY QC,Crispy Culrs (Large) EGY TO,Delivery Charges,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Ketchup Packet HRD EGY,,,,,,,,,,,,,,
Large Pepsi  EGY TO,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Grilled Chicken Meal EGY QC,,,,,,,,,,,,,,
Choc ChipCookie  EGY TO,Delivery Charges,,,,,,,,,,,,,
5Pc Tender Meal HD EGY QC,Delivery Charges,Mush&Swiss Sand  EGY TO,,,,,,,,,,,,
Ketchup Packet HRD EGY,,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Mushrom Angus Sandwich  EGY,,,,,,,,,,,,,,
Double Org Angus Meal EGY QC,Super Monday,Value Chicken Wrap Original EGY,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Ketchup Packet HRD EGY,,,,,,,,,,,,,,
Large Pepsi  EGY TO,,,,,,,,,,,,,,
Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,,
7Up  Can HRD EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Mirinda Orange Can EGY TO,Mush&Swiss Sand  EGY TO,Super Star Sandwich EGY TO,,,,,,,,,
Delivery Charges,Mushroom Big Solo QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,,,,
Angus Thick Burger Sand  EGY TO,Double Angus Original EGY TO,Family Crispy Curls EGY TO,Onion HRD EGY TO,S/Super Star Chicken Sandwich KSA EGY TO,,,,,,,,,,
Basket Wave Tray  EGY,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,Super Monday,Super Star Meal EGY QC,Value Chicken Wrap Original EGY TO,,,,,,,,,,,
Mush&Swiss Sand  EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,,,,,,,
Chicken Bites EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Mushroom Angus Meal HD EGY QC,Super Star Meal HD EGY QC,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Santafee  Sauce  Cup EGY TO,Tiger Chili Cup EGY TO,,,,,,,,,,,
Crispy Culrs (Medium) EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,Medium Skin Fries  EGY TO,Super Star Meal HD EGY QC,,,,,,,,,,
5 Pc Chicken Tender EGY TO,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mush&Swiss Sand  EGY TO,Tiger Chili Cup EGY TO,,,,,,,,,,
Chicken Fillet Meal EGY QC,Mushroom&Swiss Meal EGY QC,Super Monday,Value Spicy Chicken Wrap EGY TO,,,,,,,,,,,
Grilled Chicken Fillet EGY TO,Mush&Swiss Sand  EGY TO,Mushroom Super Star Meal EGY QC,Roast Beef & Cheeder  EGY TO,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
Crispy Curlys (Regular) EGY,Mushroom Double Treat QC,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Crispy Culrs (Medium) EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,,,,,,,
Mushroom Super Star Meal EGY QC,,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,,,,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Chicken Wrap Spicy sand EGY TO,Delivery Charges,,,,,,,,,,,,
Chicken Spicy Meal HD EGY QC,Delivery Charges,Ranch Dressing Cup HRD EGY TO,Santafee  Sauce  Cup EGY TO,Super Star Chicken(N) HD EGY QC,Tiger Chili Cup EGY TO,,,,,,,,,
Mushroom Double Treat QC,,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Mushroom Double Treat QC,,,,,,,,,,,,,,
Medium Pepsi  EGY,,,,,,,,,,,,,,
5Pc Tender & Bun EGY QC,Chicken Star 6 Pcs EGY TO,Crispy Culrs (Large) EGY TO,Delivery Charges,Super Star Sandwich EGY TO,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Grilled Chicken Meal HD EGY QC,,,,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,,,,,,,,,,,,,
Monster Angus Meal EGY QC,Super Monday,Value Chicken Wrap Original EGY,,,,,,,,,,,,
Mirinda Orange Can EGY,Small Aquafina EGY,,,,,,,,,,,,,
Delivery Charges,Famous Star Sandwich  EGY TO,,,,,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,,,,,,,,,,,,,
Chicken Wrap Spicy sand EGY TO,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Chicken Salad  EGY TO,Delivery Charges,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Famous Cheese Star EGY QC,,,,,,,,,,,,,
Crispy Culrs (Medium) EGY,,,,,,,,,,,,,,
Chicken Star 6 Pcs EGY TO,,,,,,,,,,,,,,
Angus Stars Meal EGY QC,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,Super Star Chicken(N) EGY QC,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,,,,,,,,,,,,,,
Pepsi 1 Liter HRD EGY,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Cordon Blue Meal EGY QC,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Super Star Chicken(S) EGY QC,,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Jalapeno Angus EGY QC,,,,,,,,,,,,,
Godzilla Angus Meal QC EGY,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Chicken Bites EGY,Mushroom Super Star Meal EGY QC,Super Star Chicken(N) EGY QC,,,,,,,,,,,
King Kong Meal QC EGY,,,,,,,,,,,,,,
Chicken Mushroom & Swiss Sandwich - Meal QC,,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Grilled Chicken Meal EGY QC,,,,,,,,,,,,,
Grilled Chicken Fillet EGY TO,Grilled Chicken Pattey EGY TO,Lettuce HRD EGY TO,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Loaded Fries EGY TO,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Cheddar Cheese 4 OZ EGY TO,Super Star Meal EGY QC,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Chicken Spicy Meal EGY QC,Famous Cheese Star EGY QC,,,,,,,,,,,,,
Vodafone Famous Cheese &Cokie EGY QC,Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,
Cordon Blue Sandwich  EGY TO,Grilled Chicken Fillet EGY TO,,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Vodafone Mushroom&Cookie EGY QC,,,,,,,,,,,,,,
Angus Classic Meal EGY QC,,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Wrap Spicy Meal HD EGY QC,Cordon Blue Meal HD EGY QC,Delivery Charges,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Champs Meal EGY QC,,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
Angus Clasic Meal HD EGY QC,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,,,,,,,,,,,,
Delivery Charges,Ketchup Packet HRD EGY TO,Mayonnaise Pack EGY TO,Super Star Meal HD EGY QC,,,,,,,,,,,
Delivery Charges,Double Angus Org Meal HD EGY QC,Mustard Cup EGY TO,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Double Burger Meal EGY QC,,,,,,,,,,,,,
Chicken Wrap Org Meal EGY QC,Cordon Blue Meal EGY QC,Kids Burger WToy EGY QC,Mushroom&Swiss Meal EGY QC,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Super Star Meal EGY QC,,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Double Chicken Mushroom & Swiss Sandwich - Meal QC,Mirinda Orange Can EGY,O/Super Star Chicken Sandwich KSA EGY,Super Monday,Value Chicken Wrap Original EGY,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Mushroom Angus Meal EGY QC,Ranch Dressing Cup HRD EGY TO,Super Monday,Value Spicy Chicken Wrap EGY TO,,,,,,,,,,
El Kabeer Meal EGY QC,Mushrom Angus Sandwich  EGY,,,,,,,,,,,,,
5Pc Tender & Bun EGY QC,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Large Pepsi  EGY,Small Aquafina EGY,,,,,,,,,,,,,
Kids Burger WToy EGY QC,Large Pepsi  EGY,Medium Skin Fries  EGY,,,,,,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Angus Stars Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Mushroom Double Treat QC,,,,,,,,,,,,,
Vodafone Mushroom&Cookie HD EGY QC,,,,,,,,,,,,,,
Mushroom&Swiss Meal EGY QC,,,,,,,,,,,,,,
Chicken Salad  EGY,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Chicken Wrap Spicy Meal EGY QC,Mushroom Angus Meal EGY QC,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Big Cookie EGY TO,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,
Chicken Fillet Meal EGY QC,Crispy Culrs (Medium) EGY,Onion HRD EGY,Roast Beef & Cheeder  EGY,Super Star Sandwich EGY,,,,,,,,,,
Angus Classic Meal EGY QC,Cheddar Cheese 4 OZ EGY,Chicken Wrap Spicy sand EGY,Crispy Culrs (Large) EGY,Value Spicy Chicken Wrap EGY,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
3PC Tender EGY TO,Chicken Spicy Meal HD EGY QC,Delivery Charges,Ranch Dressing Cup HRD EGY TO,,,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,Ketchup Packet HRD EGY TO,,,,,,,,,,,,
3PC Tender (S) EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Ranch Dressing Cup HRD EGY TO,,,,,,,,,,,
Cordon Blue Sandwich  EGY TO,Crispy Culrs (Large) EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Mush&Swiss Sand  EGY TO,,,,,,,,,,
5Pc Tender Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
15pc Tender Meal W/Drink HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Angus Original Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
O/Super Star Chicken Sandwich KSA EGY TO,,,,,,,,,,,,,,
Chicken Fillet HRD EGY TO,Extra Mayonnaise EGY TO,Lettuce HRD EGY TO,,,,,,,,,,,,
Medium Pepsi  EGY TO,,,,,,,,,,,,,,
Grilled Chicken Meal EGY QC,,,,,,,,,,,,,,
Cordon Blue Meal EGY QC,,,,,,,,,,,,,,
Crispy Culrs (Large) EGY TO,Medium Pepsi  EGY TO,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Cheddar Cheese 4 OZ EGY TO,,,,,,,,,,,,,
Roast Beef & Cheeder  EGY TO,,,,,,,,,,,,,,
Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Chicken Wrap Spicy sand EGY TO,Crispy Culrs (Medium) EGY TO,,,,,,,,,,,,
Family Crispy Curls EGY,Family Skin Fries EGY,,,,,,,,,,,,,
Jalapeno Angus EGY QC,,,,,,,,,,,,,,
Chicken Star 6 Pcs EGY TO,Delivery Charges,Kids Star 4Pc WToy HD EGY QC,,,,,,,,,,,,
Kids Chicken Star EGY QC,Mushroom&Swiss Meal EGY QC,Super Star Sandwich EGY TO,,,,,,,,,,,,
Delivery Charges,El Saytara Meal EGY QC,,,,,,,,,,,,,
Chicken Mushroom & Swiss Sandwich - Meal HD QC,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,Super Star Meal HD EGY QC,,,,,,,,,,,
3PC Tender EGY TO,Chicken Star 6 Pcs EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Ketchup Packet HRD EGY TO,Mirinda Orange Can EGY TO,Ranch Dressing Cup HRD EGY TO,Super Star Meal HD EGY QC,,,,,,,
Al Ostora Meal EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Famous Star Meal HD EGY QC,Famous Star Sandwich  EGY TO,,,,,,,,,,,,
Mush&Swiss Sand  EGY,Mushroom Super Star Meal EGY QC,Pepper Jalapeno  EGY,,,,,,,,,,,,
Medium Pepsi  EGY,,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Delivery Charges,Jalapeno Angus Sandwich EGY TO,Mushrom Angus Sandwich  EGY TO,Ranch Dressing Cup HRD EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,,,
Crispy Culrs (Large) EGY TO,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Cheddar Cheese 4 OZ EGY TO,Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY,Famous Cheese Star EGY QC,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Cheddar Cheese 4 OZ EGY,El Kabeer Meal EGY QC,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Super Star Meal EGY QC,,,,,,,,,,,,,,
Grilled Chicken Fillet EGY,Large Skin Fries  EGY,,,,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
7Up  Can HRD EGY TO,Delivery Charges,Mush&Swiss Sand  EGY TO,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Delivery Charges,Mushroom&Swiss Meal HD EGY QC,,,,,,,,,,,,
Mushroom Double Treat QC,,,,,,,,,,,,,,
Chicken Bites EGY TO,Large Pepsi  EGY TO,,,,,,,,,,,,,
Vodafone Double Cheesebits EGY QC,,,,,,,,,,,,,,
Double Burger Meal EGY QC,,,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Chicken Wrap Spicy sand EGY TO,Family Crispy Curls EGY TO,,,,,,,,,,,,
American Cheese HRD EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Crispy Culrs (Medium) EGY TO,Delivery Charges,Mirinda Can HRD EGY TO,Super Star Sandwich EGY TO,,,,,,,,
Chicken Bites EGY TO,Chicken Star 6 Pcs EGY TO,Delivery Charges,Large Skin Fries  EGY TO,Mush&Swiss Sand  EGY TO,Mushroom Double Treat QC,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,Mushroom Angus Meal HD EGY QC,,,,,,,,,,,,
El Kabeer Meal EGY QC,,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,,,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Super Star Chicken(S) EGY QC,,,,,,,,,,,,,,
Angus Orginal Meal EGY QC,Loaded Fries EGY TO,Mushroom Angus Meal EGY QC,,,,,,,,,,,,
Cheddar Cheese 4 OZ EGY TO,Chicken Wrap Spicy Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Cheddar Cheese 4 OZ EGY TO,Cheese Burger EGY TO,Chicken Spicy Meal HD EGY QC,Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,Santafee  Sauce  Cup EGY TO,Super Star Meal HD EGY QC,,,,,,
Kids Cheeseburger&Toy EGY QC,Mushroom&Swiss Meal EGY QC,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,Super Monday,Value Spicy Chicken Wrap EGY,Vodafone RED 20%,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Super Monday,Super Star Chicken(S) EGY QC,Value Spicy Chicken Wrap EGY,,,,,,,,,,,,
Super Monday,Super Star Meal EGY QC,Value Spicy Chicken Wrap EGY,,,,,,,,,,,,
Mushroom&Swiss Meal EGY QC,Super Monday,Value Spicy Chicken Wrap EGY,,,,,,,,,,,,
4oz Jalapeno Cup  EGY,Ketchup Packet HRD EGY,Large Skin Fries  EGY,,,,,,,,,,,,
5Pc Tender Meal EGY QC,Crispy Culrs (Medium) EGY TO,Super Monday,Value Spicy Chicken Wrap EGY TO,,,,,,,,,,,
Crispy Culrs (Medium) EGY TO,Medium Pepsi  EGY TO,,,,,,,,,,,,,
Big Delux EGY TO,Chicken Fillet HRD EGY TO,Chicken Fillet Meal EGY QC,Chicken Spicy Meal EGY QC,Super Monday,Value Chicken Wrap Original EGY TO,Vodafone RED 20%,,,,,,,,
Cordon Blue Sandwich  EGY TO,Delivery Charges,Monster Mushroomm Angus  EGY TO,,,,,,,,,,,,
Big Delux EGY TO,Chicken Spicy Meal HD EGY QC,Choc ChipCookie  EGY TO,Delivery Charges,Famous Cheese Star HD EGY QC,,,,,,,,,,
Delivery Charges,Famous Cheese Star HD EGY QC,Mushrom Angus Sandwich  EGY TO,,,,,,,,,,,,
Crispy Culrs (Large) EGY TO,Delivery Charges,Mushroom Double Treat QC,Santafee  Sauce  Cup EGY TO,,,,,,,,,,,
Chicken Fillet Meal HD EGY QC,Chicken Star 6 Pcs EGY TO,Delivery Charges,,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Big Delux EGY TO,Mushroom&Swiss Meal EGY QC,Ranch Dressing Cup HRD EGY TO,Roast Beef & Cheeder  EGY TO,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
Barbeque Cupp EGY TO,Cheddar Cheese 4 OZ EGY TO,Chicken Salad  EGY TO,Large Skin Fries  EGY TO,,,,,,,,,,,
Chicken Wrap Spicy Meal EGY QC,,,,,,,,,,,,,,
Famous Cheese Star EGY QC,,,,,,,,,,,,,,
Hand Scoop Vanilla S EGY,Medium Pepsi  EGY,,,,,,,,,,,,,
Chicken Fillet Meal EGY QC,,,,,,,,,,,,,,
Big Delux EGY TO,,,,,,,,,,,,,,
Big Delux EGY,Lettuce HRD EGY,Onion HRD EGY,Tomato HRD EGY,,,,,,,,,,,
Medium Pepsi  EGY,,,,,,,,,,,,,,
4oz Jalapeno Cup  EGY TO,Cheddar Cheese 4 OZ EGY TO,Crispy Culrs (Large) EGY TO,,,,,,,,,,,,
Chicken Wrap Spicy Meal EGY QC,,,,,,,,,,,,,,
Crispy Culrs (Large) EGY TO,Medium Pepsi  EGY TO,,,,,,,,,,,,,
Chicken Star 9 Pcs EGY,Large Pepsi  EGY,Super Star Sandwich EGY,,,,,,,,,,,,
Al Ostora Meal EGY QC,Barbeque Cupp EGY TO,Delivery Charges,,,,,,,,,,,,
Chicken Wrap (W/Ranch Sauce)Sand. EGY TO,Delivery Charges,Famous Star Meal HD EGY QC,Kids Chicken Star HD EGY QC,,,,,,,,,,,
Chicken Wrap Spicy Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Chicken Wrap Org Meal HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Large Pepsi  EGY,,,,,,,,,,,,,,
Mushroom Angus Meal EGY QC,,,,,,,,,,,,,,
Al Ostora Meal EGY QC,,,,,,,,,,,,,,
Add On Loaded Fries EGY,Crispy Culrs (Large) EGY,,,,,,,,,,,,,
Ketchup Packet HRD EGY,,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
15pc Tender Meal W/Drink HD EGY QC,Delivery Charges,,,,,,,,,,,,,
Delivery Charges,Super Star Meal HD EGY QC,,,,,,,,,,,,,
Delivery Charges,El Saytara Meal EGY QC,,,,,,,,,,,,,
Delivery Charges,El Kabeer Meal EGY QC,,,,,,,,,,,,,
3PC Tender (S) EGY TO,Delivery Charges,Famous Star Meal HD EGY QC,Medium Skin Fries  EGY TO,Tiger Chili Cup EGY TO,,,,,,,,,,
